Category,Competition Date,Competition Title,FIRST,Final,LAST,Nation,Points,Qualification,Rank,StartNr,Semifinal,Qualification 1,Qualification 2
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Nikolai,,IARILOVETS,RUS,35.31,26 41.,37,115,,,29 25.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Nimrod,,MARCUS,ISR,36.49,26+35.,38,95,,,26+35.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Mark,,BRAND,NED,37.09,33 20.,39,111,,,16+61.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Matthias,,SCHIESTL,AUT,38.46,22+51.,40,64,,,29 25.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Keita,,DOHI,JPN,39.45,26+35.,41,100,,,25 41.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Jernej,,KRUDER,SLO,40.69,26 41.,42,120,,,25+37.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Aleksey,,RUBTSOV,RUS,42.08,24+46.,43,116,,,25+37.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Kim,,MARSCHNER,GER,42.33,31 31.,44,89,,,18 56.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Ziga,,ZAJC,SLO,42.54,24 47.,45,125,,,25+37.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Harold,,PEETERS,BEL,42.65,26+35.,46,68,,,23 48.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Michael,,PICCOLRUAZ,ITA,46.37,26 41.,47,98,,,22+50.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Jabee,,KIM,KOR,47.51,26 41.,48,109,,,20 52.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Mikel Asier,,LINACISORO MOLINA,ESP,48.21,19.8+56.,49,78,,,25 41.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Florian,,KLINGLER,AUT,48.26,18+68.,50,62,,,27 34.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Vadim,,TIMONOV,RUS,48.61,22 52.,51,118,,,23+43.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Milan,,PRESKAR,SLO,48.77,19 67.,52,124,,,26+35.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Sébastien,,BERTHE,BEL,48.99,26+35.,53,66,,,16+61.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Nicolas,,COLLIN,BEL,50.41,19+66.,54,67,,,25+37.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Philipp,,MARTIN,GER,51.41,21+54.,55,90,,,23 48.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Andrej,,POLAK,SLO,51.91,23 48.,56,122,,,18+55.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Alistair,,DUVAL,FRA,52.46,26 41.,57,80,,,16+61.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Cesar,,GROSSO,BRA,54.39,19.8 57.,58,70,,,21 51.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Dohyun,,LEE,KOR,55.42,22 52.,59,110,,,17+57.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Louis,,GUNDOLF,AUT,56.00,23 48.,60,61,,,16+61.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Mykhayil,,TKACHUK,UKR,56.00,23 48.,60,128,,,16+61.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Max,,KLEESATTEL,GER,58.09,19.5 60.,62,88,,,19 54.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Cheung-chi Shoji,,CHAN,HKG,59.06,21+54.,63,93,,,16+61.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Šimon,,POTŮČEK,CZE,60.47,19.5 60.,64,75,,,17+57.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Leto,,CAVÉ,NED,60.93,19.8 57.,65,112,,,16+61.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Ka-chun,,YAU,HKG,63.30,18+68.,66,94,,,17+57.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Kieran,,FORREST,GBR,64.22,14+70.,67,83,,,17+57.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Chi-fung,,AU,HKG,65.43,19.5 60.,68,92,,,15+68.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Aleksandr,,SHIKOV,RUS,65.43,19.5 60.,68,117,,,15+68.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,John,,BROSLER,USA,66.61,19.5 60.,70,130,,,13+71.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Simón,,PADIN,ARG,70.99,13+72.,71,59,,,14 70.
lead,28  - 29 September 2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,Jan,,KRIZ,CZE,71.25,14+70.,72,73,,,8+72.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Nika,54+,POTAPOVA,UKR,1.50,,1,418,50+,Top1.,41+1.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Natsumi,54+,HIRANO,JPN,1.50,,2,388,48+,Top1.,41+1.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Luce,42+,DOUADY,FRA,17.71,,3,381,45,44+9.,23+32.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Emily,33.6+,PHILLIPS,GBR,17.73,,4,416,26+,36+17.,29+15.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Vanda,33.3,MICHALKOVA,SVK,6.63,,5,410,38+,47+5.,36+6.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Camille,31+,POUGET,FRA,7.48,,6,419,37+,46+7.,36+6.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Jana,26,RAUTH,AUT,20.40,,7,420,26+,30+30.,32+13.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Zoé,24,EGLI,SUI,20.20,,8,383,39+,35+22.,29+15.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Maria,,BENACH ZUBERO,ESP,18.14,,9,365,26,39 14.,25+23.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Eliška,,BULENOVÁ,CZE,24.68,,10,369,26,34 29.,28+20.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Julia,,LOTZ,AUT,13.67,,11,403,24+,43+11.,29+15.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Indiana,,CHAPMAN,CAN,15.87,,12,371,24+,36 21.,33 12.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Betka,,DEBEVEC,SLO,18.33,,13,379,24+,35+22.,32 14.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Lucie,,WATILLON,BEL,6.89,,14,435,24,44+9.,37 5.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Quinn,,MASON,USA,10.00,,15,407,24,40+12.,36+6.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Michaela,,SMETANOVA,CZE,21.42,,16,425,24,35 27.,29+15.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Joëlle,,NIEDERBERGER,SUI,22.56,,17,413,22+,36+17.,24+25.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Elena,,MATIAK-IABLUCHKINA,RUS,14.58,,18,408,18,40+12.,29+15.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Saki,,KIKUCHI,JPN,3.74,,19,395,12+,50+3.,39 4.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Lucija,,TARKUS,SLO,3.24,,20,427,12,50+3.,39+3.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Maja,,MAJCEN,SLO,12.17,,21,405,12,36+17.,36+6.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Gayeon,,CHO,KOR,9.38,,22,373,11+,45+8.,35+11.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Hana,,KUDO,JPN,10.75,,23,398,11+,47+5.,28+20.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Elisabeth,,LARDSCHNEIDER,ITA,11.31,,24,400,11+,37 16.,36+6.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Jessica,,FECANIN,SVK,18.77,,25,385,11+,38+15.,25+23.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Emma Grace,,LEHMANN,USA,19.71,,26,401,11+,36+17.,28+20.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Daria,,FURMANOVA,RUS,25.69,,27,386,,35+22.,24+25.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Lisa,,CHERBLANC,FRA,28.98,,28,372,,35+22.,22+35.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Liv,,EGLI,SUI,29.39,,29,384,,35+22.,21+36.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Emily,,HERDIC,USA,29.46,,30,387,,34+28.,24 31.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Pia,,ČULJAK,CRO,29.66,,31,374,,30+30.,24+25.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ignacia,,MELLADO QUINTEROS,CHI,29.66,,31,409,,30+30.,24+25.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Vana,,PICCINI,CRO,29.66,,31,417,,30+30.,24+25.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Morgane,,DAELE,BEL,34.23,,34,376,,30 35.,23+32.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Sujeong,,OH,KOR,39.42,,35,414,,24 56.,24+25.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,leah,,JEFFRIES,AUS,40.21,,36,391,,29+37.,20+37.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Federica,,MABBONI,ITA,40.21,,36,404,,29+37.,20+37.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Seoyeon,,PARK,KOR,40.21,,36,415,,29+37.,20+37.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Aida,,TORRES ILLAMOLA,ESP,40.21,,36,431,,29+37.,20+37.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Alexis,,BINDER,CAN,41.22,,40,367,,28+49.,23+32.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Adelaide,,D'ADDARIO,ITA,41.75,,41,375,,29+37.,20 41.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Emma Stöver,,WOLLEBAEK,NOR,43.17,,42,436,,30 35.,13+50.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Robin,,CASEY,IRL,43.45,,43,370,,30+30.,12+58.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Jordyn,,DAMASCO,AUS,43.95,,44,377,,29+37.,16 46.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Paige,,BOKLASCHUK,CAN,44.43,,45,368,,29+37.,15+47.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ella,,EASTON,AUS,44.63,,46,382,,29 48.,20 41.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Daria,,NESTERENKO,UKR,45.13,,47,412,,29+37.,14 48.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ingrid,,KINDLIHAGEN,NOR,46.96,,48,396,,29+37.,13+50.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Erin,,STERKENBURG,RSA,46.96,,48,426,,29+37.,13+50.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Elizaveta,,TROKINA,RUS,46.96,,48,432,,29+37.,13+50.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Gaia Rebecca,,TOFT LAURITZEN,DEN,47.06,,51,430,,28+49.,18+43.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Tereza,,ŠIRŮČKOVÁ,CZE,48.14,,52,424,,28+49.,16+45.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Anastasiia,,TISHCHENKO,UKR,49.98,,53,429,,28+49.,14 48.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Erica,,VELEV,BUL,52.02,,54,434,,21+60.,18 44.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Regina,,SALAZAR PUGA,MEX,54.46,,55,423,,24 56.,13+50.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Evdoxia - Aikaterini,,KALLIA,GRE,55.12,,56,393,,28+49.,12+58.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Phoebe,,KENDERDINE,NZL,55.18,,57,394,,22+58.,13+50.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Marta,,KLIMASZEWSKA,POL,55.74,,58,397,,26 55.,13 56.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Athanasia,,LIOUNI,GRE,58.08,,59,402,,28+49.,9+63.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Tayla,,MANNING,NZL,58.95,,60,406,,21+60.,13 56.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Asal,,ISLAMOVA,UZB,60.48,,61,389,,22 59.,10 62.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Emilie,,TIRADO,ECU,61.25,,62,428,,21+60.,10+61.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Georgiana,,DORWARD,RSA,62.64,,63,380,,14+66.,12+58.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Perrine,,BIEUX,LUX,64.75,,64,366,,21 64.,9+63.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Tua,,JACOBSSON,SWE,65.14,,65,390,,21+60.,9 69.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Eszter,,RIESING,HUN,65.25,,66,422,,15 65.,9+63.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ariana,,VAN LITH,NZL,66.00,,67,433,,14+66.,9+63.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Popova,,JŪLIJA,LAT,67.23,,68,392,,14 68.,9+63.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Iasmin,,DE QUEIROZ FREITAS,BRA,68.19,,69,378,,11+71.,9+63.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Shreya Sanjay Nankar,,NANKAR,IND,69.50,,70,411,,14 68.,8 70.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Jacinth,,LAPIN,RSA,70.24,,71,399,,14 68.,2+71.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ritika,,RAWAT,IND,71.75,,72,421,,10 72.,2+71.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Oriane,42.5+,BERTONE,FRA,2.24,,1,4,Top,Top1.,46+2.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Hana,42.5,KOIKE,JPN,3.16,,2,35,43,Top1.,45 4.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Aleksandra,40,TOTKOVA,BUL,13.08,,3,78,46,26 56.,46 3.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Norah,39,CHI,USA,6.42,,4,9,42,42+6.,44+5.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ryu,38+,NAKAGAWA,JPN,1.58,,5,46,48+,Top1.,Top1.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Gwen,34+,MORGAN,GBR,8.29,,6,45,29,37 12.,44+5.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Emilia,32+,WARENSKI,AUT,7.75,,7,80,45,42+6.,40 8.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Heeju,29+,NOH,KOR,23.96,,8,51,31,28 27.,33+20.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Sara,,COPAR,SLO,9.08,,9,12,28+,46 5.,34+16.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Angie,,SCARTH-JOHNSON,AUS,17.47,,10,66,27,33+18.,34+16.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Lea,,KEMPF,AUT,8.44,,11,32,24+,42+6.,39+9.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Saula,,LERONDEL,FRA,11.18,,12,38,24+,39+10.,38 12.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Gal·la,,PÉREZ PETANAS,ESP,13.69,,13,59,24+,37 12.,36 15.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,GENEVIEVE,,DENNIS,USA,17.73,,14,14,24+,34+17.,34 18.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Viola,,BATTISTELLA,ITA,25.10,,15,3,24+,28 27.,32+22.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Sana,,OGURA,JPN,5.92,,16,52,22+,Top1.,37 14.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ema,,SELIŠKAR,SLO,15.02,,17,67,22+,38+11.,33+20.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Federica,,PAPETTI,ITA,19.94,,18,55,22+,32 21.,34 18.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Daria,,GLOTOVA,RUS,21.74,,19,28,22+,36 15.,26+29.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Carmen,,CONTRERAS,CHI,25.10,,20,11,22+,28 27.,32+22.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Marilu,,SOMMER,SUI,24.75,,21,74,20+,28+24.,31+24.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Markéta,,JANOŠOVÁ,CZE,13.26,,22,31,17+,33+18.,39+9.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Novak,,LIZA,SLO,9.68,,23,39,14.5,42+6.,38 12.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Anja,,KÖHLER,SUI,12.41,,24,34,12,36+14.,39 11.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Olivia,,MA,USA,15.87,,25,41,9+,27+30.,42 7.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Annika,,STÖCKL,AUT,24.33,,26,76,9+,35+16.,25+36.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Evi,,NIEDERWOLFSGRUBER,ITA,25.38,,27,50,,31+23.,28 28.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Lucija,,BRKIĆ,CRO,25.50,,28,6,,28+24.,29+26.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Lucia,,MIRANDA CID,ESP,26.02,,29,44,,32 21.,26+29.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Emi,,TAKASHIBA,CAN,28.64,,30,77,,33 20.,24 41.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Louna,,DESHAYES,FRA,29.70,,31,15,,27+30.,31+24.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ilia,,WIELAND,SUI,31.18,,32,82,,27+30.,29 27.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Maria,,FISEYSKAYA,RUS,31.42,,33,24,,28+24.,25 39.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ellisa,,ANDRES,AUS,33.67,,34,1,,27+30.,26+29.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Lana,,BAKIĆ,CRO,33.67,,34,2,,27+30.,26+29.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Ariane,,FRANKEN,GER,33.67,,34,26,,27+30.,26+29.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Edel,,LEMVIK,NOR,33.67,,34,37,,27+30.,26+29.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Anisha,,VARMA,IND,36.50,,38,79,,27+30.,25+36.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Lara,,KMOCH,CRO,37.71,,39,33,,27+30.,25 39.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,SYDNEY,,PARK,CAN,38.88,,40,57,,27+30.,23+42.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Louise,,FLOCKHART,GBR,39.57,,41,25,,27+30.,20+43.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Haizea,,OSES SÁIZ,ESP,39.57,,41,53,,27+30.,20+43.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Dayana,,CORREA,ECU,41.62,,43,13,,26+44.,26 35.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Hana,,ŠIKULOVÁ,CZE,42.80,,44,70,,26+44.,25+36.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Sofia,,DURKOVA,SVK,46.67,,45,20,,27+30.,13.5+59.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Nattcha,,RAVIWONGSE,THA,47.46,,46,61,,26+44.,20 45.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Dasom,,YUN,KOR,47.51,,47,84,,27 43.,17+52.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Zuzanna,,MIENTUS,POL,48.49,,48,43,,26+44.,19+47.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Kateryna,,PEDKO,UKR,48.49,,48,58,,26+44.,19+47.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Sunniva,,ØVRE-EIDE,NOR,50.93,,50,85,,26 56.,20 45.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Martina,,DUSANKOVA,CZE,52.18,,51,21,,26+44.,17 54.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Elise,,MANNERSTRÅLE,SWE,52.18,,51,22,,26+44.,17 54.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Bar,,SNIR,ISR,53.12,,53,73,,26 56.,19 49.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Beatriz,,ROSAS,CHI,53.58,,54,63,,26+44.,14+58.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,In En,,SIM,RUS,54.72,,55,71,,26+44.,13.5+59.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Sophiane,,BERTRAND,CAN,58.23,,56,5,,26+44.,13+64.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Matilda,,COLLINS,GBR,58.23,,56,10,,26+44.,13+64.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Niki,,SAKKA,GRE,58.40,,58,65,,21+62.,17 54.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Napat,,DISYABUT,THA,59.54,,59,17,,14 68.,18 51.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Zorka,,SOMORJAI,HUN,59.91,,60,75,,13+72.,19 49.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Rauen,,KROHN,RSA,60.93,,61,36,,26+44.,13 74.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Anine,,HJORTH ALSTRUP,DEN,61.80,,62,30,,14+67.,15 57.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Daria,,NAWÓJ,POL,63.57,,63,47,,25+59.,13+64.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Dorota,,BULANDOVA,SVK,64.11,,64,7,,23 60.,13+64.
lead,22  - 31 August 2019,IFSC Youth World Championships -  Arco (ITA) 2019 ,Daniela,,PARADELA GUERRERO,MEX,64.40,,65,56,,7+78.,17+52.
